Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Predicted_Label
8080,6,02/03/2018 11:29:50,489,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4089.97955,489.0,0.0,489.0,489.0,489.0,489.0,0.0,489.0,489.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,4089.97955,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
8080,6,02/03/2018 01:57:57,816,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2450.980392,816.0,0.0,816.0,816.0,816.0,816.0,0.0,816.0,816.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,2450.980392,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
8080,6,02/03/2018 01:27:51,12296,3,4,326,129.0,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,37003.90371,569.2908263,2049.333333,4539.117036,11306.0,21.0,595.0,297.5,342.9467889,540.0,55.0,11777.0,3925.666667,6394.076191,11306.0,56.0,0,0,0,0,72,92,243.9817827,325.3090436,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65.0,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
8080,6,02/03/2018 11:48:33,11126,3,4,326,129.0,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,40895.20043,629.1569297,1854.333333,4121.097896,10258.0,1.0,580.0,290.0,301.2274888,503.0,77.0,10643.0,3547.666667,5814.473522,10258.0,1.0,0,0,0,0,72,92,269.6386842,359.5182456,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65.0,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
49566,6,02/03/2018 09:03:19,45,2,1,31,0.0,31,0,15.5,21.92031022,0,0,0.0,0.0,688888.8889,66666.66667,22.5,0.707106781,23.0,22.0,45.0,45.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,40,20,44444.44444,22222.22222,0,31,15.5,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,20.66666667,15.5,0.0,0,0,0,0,0,0,2,31,1,0,70,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
8080,6,02/03/2018 01:13:45,11092,3,4,326,129.0,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,41020.55536,631.085467,1848.666667,4026.726247,10056.0,21.0,606.0,303.0,356.3818177,555.0,51.0,10559.0,3519.666667,5665.321733,10056.0,21.0,0,0,0,0,72,92,270.4652001,360.6202669,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65.0,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
8080,6,02/03/2018 12:39:37,478,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4184.100418,478.0,0.0,478.0,478.0,478.0,478.0,0.0,478.0,478.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,4184.100418,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
443,6,02/03/2018 11:51:26,116260721,22,21,1138,8806.0,397,0,51.72727273,118.397306,1460,0,419.3333333,607.6322353,85.53189688,0.369858363,2768112.405,4446247.307,10000000.0,1.0,116000000.0,5536224.81,4972190.92,10000000.0,38.0,111000000.0,5531576.1,5104193.088,10000000.0,1.0,0,0,0,0,452,564,0.18922986,0.180628503,0,1460,226.0,462.1206427,213555.4884,0,0,0,1,0,0,0,0,0,231.255814,51.72727273,419.3333333,0,0,0,0,0,0,22,1138,21,8806,8192,1013,16,20,50930.33333,82352.94893,312436.0,27058.0,9637459.917,1270836.918,10000000.0,5602020.0,Benign
8080,6,02/03/2018 03:47:59,11087,3,4,326,129.0,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,41039.05475,631.3700731,1847.833333,4142.547014,10298.0,22.0,475.0,237.5,265.1650429,425.0,50.0,10684.0,3561.333333,5836.104209,10298.0,41.0,0,0,0,0,72,92,270.5871742,360.7828989,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65.0,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
53,17,02/03/2018 12:02:43,925,1,1,49,77.0,49,49,49.0,0.0,77,77,77.0,0.0,136216.2162,2162.162162,925.0,0.0,925.0,925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,1081.081081,1081.081081,49,77,58.33333333,16.16580754,261.3333333,0,0,0,0,0,0,0,0,1,87.5,49.0,77.0,0,0,0,0,0,0,1,49,1,77,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
53,17,02/03/2018 08:56:34,916,1,1,47,113.0,47,47,47.0,0.0,113,113,113.0,0.0,174672.4891,2183.406114,916.0,0.0,916.0,916.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,1091.703057,1091.703057,47,113,69.0,38.10511777,1452.0,0,0,0,0,0,0,0,0,1,103.5,47.0,113.0,0,0,0,0,0,0,1,47,1,113,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
8080,6,02/03/2018 12:02:03,473,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4228.32981,473.0,0.0,473.0,473.0,473.0,473.0,0.0,473.0,473.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,4228.32981,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
138,17,02/03/2018 10:03:13,29261720,2,0,417,0.0,216,201,208.5,10.60660172,0,0,0.0,0.0,14.25070023,0.068348682,29300000.0,0.0,29300000.0,29300000.0,29300000.0,29300000.0,0.0,29300000.0,29300000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,0,0.068348682,0.0,201,216,206.0,8.660254038,75.0,0,0,0,0,0,0,0,0,0,309.0,208.5,0.0,0,0,0,0,0,0,2,417,0,0,-1,-1,1,8,0.0,0.0,0.0,0.0,29300000.0,0.0,29300000.0,29300000.0,Benign
53,17,02/03/2018 01:34:30,321,1,1,49,177.0,49,49,49.0,0.0,177,177,177.0,0.0,704049.8442,6230.529595,321.0,0.0,321.0,321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,3115.264798,3115.264798,49,177,91.66666667,73.90083446,5461.333333,0,0,0,0,0,0,0,0,1,137.5,49.0,177.0,0,0,0,0,0,0,1,49,1,177,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,02/03/2018 10:01:44,82,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,24390.2439,82.0,0.0,82.0,82.0,82.0,82.0,0.0,82.0,82.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,24390.2439,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,279,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
8080,6,02/03/2018 11:32:44,525,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3809.52381,525.0,0.0,525.0,525.0,525.0,525.0,0.0,525.0,525.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,3809.52381,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
8080,6,02/03/2018 11:17:56,11073,3,4,326,129.0,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,41090.94193,632.1683374,1845.5,4005.793342,10010.0,14.0,613.0,306.5,335.8757211,544.0,69.0,10552.0,3517.333333,5628.684512,10010.0,14.0,0,0,0,0,72,92,270.9292875,361.2390499,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65.0,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
8080,6,02/03/2018 01:14:12,10898,3,4,326,129.0,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,41750.77996,642.3196917,1816.333333,3928.901356,9823.0,20.0,582.0,291.0,352.139177,540.0,42.0,10378.0,3459.333333,5516.473723,9823.0,34.0,0,0,0,0,72,92,275.2798679,367.0398238,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65.0,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
3389,6,02/03/2018 02:53:47,1832487,8,7,1132,1581.0,661,0,141.5,222.7920235,1173,0,225.8571429,430.0986044,1480.501635,8.185596951,130891.9286,249969.1534,973901.0,3.0,1832487.0,261783.8571,396124.3362,1152446.0,3.0,1705352.0,284225.3333,338405.8881,973901.0,130030.0,0,0,0,0,172,152,4.365651707,3.819945244,0,1173,169.5625,317.7627981,100973.1958,0,0,0,1,0,0,0,0,0,180.8666667,141.5,225.8571429,0,0,0,0,0,0,8,1132,7,1581,8192,62868,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,02/03/2018 01:21:23,86,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,23255.81395,86.0,0.0,86.0,86.0,86.0,86.0,0.0,86.0,86.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,23255.81395,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,279,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
8080,6,02/03/2018 10:45:35,448,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4464.285714,448.0,0.0,448.0,448.0,448.0,448.0,0.0,448.0,448.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,4464.285714,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
3389,6,02/03/2018 12:56:54,4015149,14,8,1441,1731.0,725,0,102.9285714,191.1489408,1179,0,216.375,405.4647906,790.008042,5.479248715,191197.5714,316990.8409,1189977.0,52.0,4015149.0,308857.6154,404015.5732,1189977.0,29178.0,3983355.0,569050.7143,470513.6621,1421393.0,176499.0,0,0,0,0,292,172,3.486794637,1.992454078,0,1179,137.9130435,278.89472,77782.26482,0,0,1,1,0,0,0,1,0,144.1818182,102.9285714,216.375,0,0,0,0,0,0,14,1441,8,1731,8192,62559,7,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
3389,6,02/03/2018 10:08:31,4054612,14,8,1441,1731.0,725,0,102.9285714,191.1489408,1179,0,216.375,405.4647906,782.3189987,5.425919915,193076.7619,269818.8541,953381.0,3.0,4054612.0,311893.2308,346064.7619,1185097.0,3.0,3998595.0,571227.8571,362731.3682,999715.0,107535.0,0,0,0,0,292,172,3.452858128,1.973061787,0,1179,137.9130435,278.89472,77782.26482,0,0,1,1,0,0,0,1,0,144.1818182,102.9285714,216.375,0,0,0,0,0,0,14,1441,8,1731,8192,62644,7,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
36353,6,02/03/2018 03:58:57,86201233,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.023201524,86200000.0,0.0,86200000.0,86200000.0,86200000.0,86200000.0,0.0,86200000.0,86200000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.023201524,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,62561,-1,0,20,0.0,0.0,0.0,0.0,86200000.0,0.0,86200000.0,86200000.0,Benign
8080,6,02/03/2018 03:33:25,494,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4048.582996,494.0,0.0,494.0,494.0,494.0,494.0,0.0,494.0,494.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,4048.582996,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
8080,6,02/03/2018 11:20:47,528,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3787.878788,528.0,0.0,528.0,528.0,528.0,528.0,0.0,528.0,528.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,3787.878788,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
8080,6,02/03/2018 02:24:26,11231,3,4,326,129.0,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,40512.86617,623.2748642,1871.833333,4149.062035,10333.0,21.0,551.0,275.5,313.2483041,497.0,54.0,10755.0,3585.0,5846.411549,10333.0,41.0,0,0,0,0,72,92,267.1177989,356.1570653,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65.0,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
53,17,02/03/2018 09:27:28,366,1,1,37,53.0,37,37,37.0,0.0,53,53,53.0,0.0,245901.6393,5464.480874,366.0,0.0,366.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2732.240437,2732.240437,37,53,42.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,63.5,37.0,53.0,0,0,0,0,0,0,1,37,1,53,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
53,17,02/03/2018 09:05:40,328,1,1,42,58.0,42,42,42.0,0.0,58,58,58.0,0.0,304878.0488,6097.560976,328.0,0.0,328.0,328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,3048.780488,3048.780488,42,58,47.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,71.0,42.0,58.0,0,0,0,0,0,0,1,42,1,58,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
3389,6,02/03/2018 01:32:23,1513589,8,7,1138,1581.0,677,0,142.25,227.7465697,1173,0,225.8571429,430.0986044,1796.392548,9.910220013,108113.5,254429.4509,968776.0,4.0,1513589.0,216227.0,448218.5277,1231516.0,4.0,1290817.0,215136.1667,369405.6826,968776.0,54368.0,0,0,0,0,172,152,5.285450674,4.62476934,0,1173,169.9375,319.3627966,101992.5958,0,0,0,1,0,0,0,0,0,181.2666667,142.25,225.8571429,0,0,0,0,0,0,8,1138,7,1581,8192,62862,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
3389,6,02/03/2018 02:56:34,1662204,8,7,1128,1581.0,661,0,141.0,222.6233206,1173,0,225.8571429,430.0986044,1629.763856,9.024163099,118728.8571,245647.2075,953139.0,60.0,1662204.0,237457.7143,388495.944,1113585.0,60.0,1554360.0,259060.0,340636.7505,953139.0,108110.0,0,0,0,0,172,152,4.812886986,4.211276113,0,1173,169.3125,317.731274,100953.1625,0,0,1,1,0,0,0,1,0,180.6,141.0,225.8571429,0,0,0,0,0,0,8,1128,7,1581,8192,62872,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
8080,6,02/03/2018 11:10:09,443,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4514.672686,443.0,0.0,443.0,443.0,443.0,443.0,0.0,443.0,443.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,4514.672686,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
3389,6,02/03/2018 03:33:06,3200689,8,9,1128,2813.0,661,0,141.0,222.6233206,1173,0,312.5555556,495.880558,1231.297386,5.311356399,200043.0625,258553.0818,953132.0,50.0,3200689.0,457241.2857,421339.6527,1193380.0,324.0,3016177.0,377022.125,266254.1148,953132.0,200864.0,0,0,0,0,172,192,2.499461835,2.811894564,0,1173,218.9444444,382.6774824,146442.0556,0,0,1,1,0,0,0,1,1,231.8235294,141.0,312.5555556,0,0,0,0,0,0,8,1128,9,2813,8192,62872,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
